Datum och tid för uttag,Register/källa,Titel,Diagramrubrik,Indikator-Id,Mätperiod,Periodtyp,Regionskod,Enhetskod,Enhetstyp,Enhetsnamn,Ålder,Kön/Totalt,Måttenhet,Värde
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-06,Månad,-,SE,Land,Riket,Alla,Totalt,Antal,10343
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-05,Månad,-,SE,Land,Riket,Alla,Totalt,Antal,10974
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-04,Månad,-,SE,Land,Riket,Alla,Totalt,Antal,10209
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-03,Månad,-,SE,Land,Riket,Alla,Totalt,Antal,10573
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-02,Månad,-,SE,Land,Riket,Alla,Totalt,Antal,9363
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-01,Månad,-,SE,Land,Riket,Alla,Totalt,Antal,10538
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-07,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1717
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-06,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1909
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-05,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,2071
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-04,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1894
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-03,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1898
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-02,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1776
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-01,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,2023
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-12,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1917
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-11,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1949
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-10,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,2097
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-09,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1932
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-08,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,2074
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-07,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,2001
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-06,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1967
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-05,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,2053
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-04,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1932
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-03,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1999
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-02,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1864
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-01,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1951
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-12,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1871
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-11,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1939
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-10,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1937
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-09,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1866
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-08,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1820
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-07,Månad,1,1,Region,Stockholm,Alla,Totalt,Antal,1897
